"Identified.Proteins","Accession.Number","Alternate.ID","Molecular.Weight","sample","value","group"
"collagen alpha-1 chain  ","XP_048725386.1","COL3A1",140,"X100A",2.9347,"OC4_0"
"collagen alpha-1 chain  ","XP_048725386.1","COL3A1",140,"X107A",5.6081,"OC4_0"
"collagen alpha-1 chain  ","XP_048725386.1","COL3A1",140,"X108A",4.4625,"OC4_0"
"collagen alpha-1 chain  ","XP_048725386.1","COL3A1",140,"X110A",7.6627,"OC4_0"
"collagen alpha-1 chain  ","XP_048725386.1","COL3A1",140,"X125A",5.318,"OC4_0"
"collagen alpha-1 chain  ","XP_048725386.1","COL3A1",140,"X193A",3.3586,"OC4_0"
"collagen alpha-1 chain  ","XP_048725386.1","COL3A1",140,"X203A",2.9571,"OC4_0"
"collagen alpha-1 chain  ","XP_048725386.1","COL3A1",140,"X204A",3.1137,"OC4_0"
"collagen alpha-1 chain  ","XP_048725386.1","COL3A1",140,"X254A",3.5644,"OC4_0"
"collagen alpha-1 chain  ","XP_048725386.1","COL3A1",140,"X265A",2.908,"OC4_0"
"collagen alpha-1 chain  ","XP_048725386.1","COL3A1",140,"X269A",11.109,"OC4_0"
"collagen alpha-1 chain  ","XP_048725386.1","COL3A1",140,"X081B",16.071,"OC4_1"
"collagen alpha-1 chain  ","XP_048725386.1","COL3A1",140,"X087B",14.319,"OC4_1"
"collagen alpha-1 chain  ","XP_048725386.1","COL3A1",140,"X088B",11.643,"OC4_1"
"collagen alpha-1 chain  ","XP_048725386.1","COL3A1",140,"X098B",11.669,"OC4_1"
"collagen alpha-1 chain  ","XP_048725386.1","COL3A1",140,"X100B",12.263,"OC4_1"
"collagen alpha-1 chain  ","XP_048725386.1","COL3A1",140,"X107B",7.7578,"OC4_1"
"collagen alpha-1 chain  ","XP_048725386.1","COL3A1",140,"X108B",3.8024,"OC4_1"
"collagen alpha-1 chain  ","XP_048725386.1","COL3A1",140,"X110B",12.092,"OC4_1"
"collagen alpha-1 chain  ","XP_048725386.1","COL3A1",140,"X125B",16.76,"OC4_1"
"collagen alpha-1 chain  ","XP_048725386.1","COL3A1",140,"X193B",10.615,"OC4_1"
"collagen alpha-1 chain  ","XP_048725386.1","COL3A1",140,"X203B",9.2521,"OC4_1"
"collagen alpha-1 chain  ","XP_048725386.1","COL3A1",140,"X204B",9.1954,"OC4_1"
"collagen alpha-1 chain  ","XP_048725386.1","COL3A1",140,"X254B",13.364,"OC4_1"
"collagen alpha-1 chain  ","XP_048725386.1","COL3A1",140,"X265B",18.036,"OC4_1"
"collagen alpha-1 chain  ","XP_048725386.1","COL3A1",140,"X269B",8.8591,"OC4_1"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X114A",4.7417,"OC2_0"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X115A",6.4386,"OC2_0"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X116A",2.0137,"OC2_0"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X133A",5.5347,"OC2_0"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X137A",5.8157,"OC2_0"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X162A",6.4053,"OC2_0"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X192A",3.3432,"OC2_0"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X249A",9.422,"OC2_0"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X278A",3.3283,"OC2_0"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X114B",6.2999,"OC2_1"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X115B",7.9158,"OC2_1"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X116B",3.3786,"OC2_1"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X133B",6.4433,"OC2_1"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X137B",4.6466,"OC2_1"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X162B",4.2701,"OC2_1"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X192B",5.1231,"OC2_1"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X249B",5.763,"OC2_1"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X278B",5.5383,"OC2_1"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X081A",5.0443,"OC4_0"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X087A",9.4477,"OC4_0"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X088A",9.1582,"OC4_0"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X098A",6.8822,"OC4_0"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X100A",6.193,"OC4_0"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X107A",4.5955,"OC4_0"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X108A",10.408,"OC4_0"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X110A",6.5757,"OC4_0"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X125A",6.5367,"OC4_0"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X193A",4.5969,"OC4_0"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X203A",6.2402,"OC4_0"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X204A",6.2001,"OC4_0"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X254A",4.6991,"OC4_0"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X265A",4.198,"OC4_0"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X269A",3.4415,"OC4_0"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X081B",3.7167,"OC4_1"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X087B",3.3751,"OC4_1"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X088B",3.2774,"OC4_1"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X098B",2.581,"OC4_1"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X100B",2.3854,"OC4_1"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X107B",4.2895,"OC4_1"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X108B",10.135,"OC4_1"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X110B",4.5263,"OC4_1"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X125B",4.3121,"OC4_1"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X193B",4.3586,"OC4_1"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X203B",3.4838,"OC4_1"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X204B",3.1348,"OC4_1"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X254B",4.7111,"OC4_1"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X265B",2.3957,"OC4_1"
"complement factor H-like  ","XP_048718319.1","CFH",154,"X269B",4.4887,"OC4_1"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X114A",6.2265,"OC2_0"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X115A",6.1022,"OC2_0"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X116A",10.367,"OC2_0"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X133A",6.042,"OC2_0"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X137A",5.4549,"OC2_0"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X162A",10.118,"OC2_0"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X192A",5.0187,"OC2_0"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X249A",7.0685,"OC2_0"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X278A",7.616,"OC2_0"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X114B",5.8187,"OC2_1"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X115B",6.1991,"OC2_1"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X116B",11.596,"OC2_1"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X133B",11.196,"OC2_1"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X137B",10.729,"OC2_1"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X162B",8.8739,"OC2_1"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X192B",8.3891,"OC2_1"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X249B",8.6486,"OC2_1"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X278B",9.3504,"OC2_1"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X081A",7.5748,"OC4_0"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X087A",14.985,"OC4_0"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X088A",8.6797,"OC4_0"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X098A",9.2981,"OC4_0"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X100A",9.7824,"OC4_0"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X107A",6.3668,"OC4_0"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X108A",14.28,"OC4_0"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X110A",12.147,"OC4_0"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X125A",7.0437,"OC4_0"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X193A",8.1792,"OC4_0"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X203A",6.8999,"OC4_0"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X204A",5.7265,"OC4_0"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X254A",6.5104,"OC4_0"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X265A",15.509,"OC4_0"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X269A",9.8437,"OC4_0"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X081B",9.1356,"OC4_1"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X087B",8.6884,"OC4_1"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X088B",6.8878,"OC4_1"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X098B",7.2379,"OC4_1"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X100B",11.468,"OC4_1"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X107B",8.9143,"OC4_1"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X108B",7.6047,"OC4_1"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X110B",15.677,"OC4_1"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X125B",11.948,"OC4_1"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X193B",8.0514,"OC4_1"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X203B",6.9752,"OC4_1"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X204B",5.9421,"OC4_1"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X254B",10.878,"OC4_1"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X265B",10.278,"OC4_1"
"tenascin isoform X8  ","XP_048678726.1","TNC",216,"X269B",8.2918,"OC4_1"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X114A",22.237,"OC2_0"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X115A",18.306,"OC2_0"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X116A",31.966,"OC2_0"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X133A",17.119,"OC2_0"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X137A",12.001,"OC2_0"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X162A",12.141,"OC2_0"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X192A",23.086,"OC2_0"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X249A",21.205,"OC2_0"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X278A",15.232,"OC2_0"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X114B",0.96978,"OC2_1"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X115B",1.0332,"OC2_1"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X116B",13.529,"OC2_1"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X133B",8.1422,"OC2_1"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X137B",5.3646,"OC2_1"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X162B",1.972,"OC2_1"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X192B",2.7964,"OC2_1"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X249B",0,"OC2_1"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X278B",0,"OC2_1"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X081A",14.067,"OC4_0"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X087A",17.125,"OC4_0"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X088A",13.502,"OC4_0"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X098A",11.364,"OC4_0"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X100A",11.739,"OC4_0"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X107A",4.2445,"OC4_0"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X108A",16.958,"OC4_0"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X110A",16.196,"OC4_0"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X125A",14.087,"OC4_0"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X193A",12.269,"OC4_0"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X203A",5.9142,"OC4_0"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X204A",13.362,"OC4_0"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X254A",4.3402,"OC4_0"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X265A",18.417,"OC4_0"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X269A",3.9375,"OC4_0"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X081B",4.0603,"OC4_1"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X087B",5.7923,"OC4_1"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X088B",0.98397,"OC4_1"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X098B",4.1359,"OC4_1"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X100B",4.7782,"OC4_1"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X107B",0.99048,"OC4_1"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X108B",13.308,"OC4_1"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X110B",5.2257,"OC4_1"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X125B",0.99568,"OC4_1"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X193B",3.0193,"OC4_1"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X203B",3.9858,"OC4_1"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X204B",3.9614,"OC4_1"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X254B",2.1757,"OC4_1"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X265B",3.0835,"OC4_1"
"Cluster of triosephosphate isomerase  ","XP_048677095.1 ","TPI1",27,"X269B",0,"OC4_1"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X114A",8.0055,"OC2_0"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X115A",8.1362,"OC2_0"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X116A",6.0476,"OC2_0"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X133A",5.035,"OC2_0"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X137A",10.91,"OC2_0"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X162A",8.0941,"OC2_0"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X192A",7.0262,"OC2_0"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X249A",10.098,"OC2_0"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X278A",6.664,"OC2_0"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X114B",5.8187,"OC2_1"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X115B",5.1659,"OC2_1"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X116B",12.563,"OC2_1"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X133B",8.1422,"OC2_1"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X137B",11.802,"OC2_1"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X162B",4.9299,"OC2_1"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X192B",5.5927,"OC2_1"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X249B",6.4865,"OC2_1"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X278B",5.1947,"OC2_1"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X081A",10.821,"OC4_0"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X087A",9.6329,"OC4_0"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X088A",9.6441,"OC4_0"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X098A",11.364,"OC4_0"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X100A",11.739,"OC4_0"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X107A",10.611,"OC4_0"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X108A",3.57,"OC4_0"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X110A",8.0979,"OC4_0"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X125A",12.075,"OC4_0"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X193A",7.1568,"OC4_0"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X203A",9.8569,"OC4_0"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X204A",7.6354,"OC4_0"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X254A",6.5104,"OC4_0"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X265A",8.724,"OC4_0"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X269A",7.875,"OC4_0"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X081B",9.1356,"OC4_1"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X087B",10.619,"OC4_1"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X088B",7.8718,"OC4_1"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X098B",8.2719,"OC4_1"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X100B",10.512,"OC4_1"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X107B",7.9238,"OC4_1"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X108B",1.9012,"OC4_1"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X110B",9.4063,"OC4_1"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X125B",9.9568,"OC4_1"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X193B",8.0514,"OC4_1"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X203B",9.9645,"OC4_1"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X204B",7.9228,"OC4_1"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X254B",7.6148,"OC4_1"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X265B",9.2506,"OC4_1"
"apolipoprotein D  ","XP_048720501.1","APOD",22,"X269B",6.2188,"OC4_1"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X114A",8.895,"OC2_0"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X115A",9.1532,"OC2_0"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X116A",6.9115,"OC2_0"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X133A",9.063,"OC2_0"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X137A",10.91,"OC2_0"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X162A",10.118,"OC2_0"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X192A",9.0337,"OC2_0"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X249A",8.0782,"OC2_0"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X278A",9.52,"OC2_0"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X114B",8.7281,"OC2_1"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X115B",8.2654,"OC2_1"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X116B",5.7982,"OC2_1"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X133B",9.16,"OC2_1"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X137B",8.5834,"OC2_1"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X162B",9.8599,"OC2_1"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X192B",10.253,"OC2_1"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X249B",9.7297,"OC2_1"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X278B",10.389,"OC2_1"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X081A",10.821,"OC4_0"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X087A",9.6329,"OC4_0"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X088A",7.7153,"OC4_0"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X098A",8.265,"OC4_0"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X100A",12.717,"OC4_0"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X107A",10.611,"OC4_0"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X108A",8.0326,"OC4_0"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X110A",8.0979,"OC4_0"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X125A",9.0562,"OC4_0"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X193A",11.246,"OC4_0"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X203A",10.843,"OC4_0"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X204A",10.499,"OC4_0"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X254A",10.851,"OC4_0"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X265A",9.6933,"OC4_0"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X269A",10.828,"OC4_0"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X081B",8.1205,"OC4_1"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X087B",8.6884,"OC4_1"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X088B",8.8557,"OC4_1"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X098B",7.2379,"OC4_1"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X100B",11.468,"OC4_1"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X107B",7.9238,"OC4_1"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X108B",10.456,"OC4_1"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X110B",7.316,"OC4_1"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X125B",8.9611,"OC4_1"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X193B",11.071,"OC4_1"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X203B",10.961,"OC4_1"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X204B",6.9324,"OC4_1"
"mannan-binding lectin serine protease 2  ","XP_048680913.1","MASP2",74,"X254B",7.6148,"OC4_1"
